	dates,place,avgt,lowt,hight
	2022-03-04,143,8.8,-0.6,17.3
	2022-03-05,143,6.9,1.5,12.2
	2022-03-06,143,4,0,10.2
	2022-03-07,143,5.2,-2.2,12.7
	2022-03-08,143,8.1,-1.1,15.8
	2022-03-09,143,9.1,0.5,17.5
	2022-03-10,143,10.5,2.2,18.3
	2022-03-11,143,12.5,5.2,18.9
	2022-03-12,143,14.7,7.1,21.5
	2022-03-13,143,15.1,10.3,18.5
	2022-03-14,143,10.8,8.9,13.9
	2022-03-15,143,11.7,6,19.3
	2022-03-16,143,14.4,5.1,23
	2022-03-17,143,8.8,6.3,13.6
	2022-03-18,143,6.1,4.3,8.1
	2022-03-19,143,4.9,3,8.1
	2022-03-20,143,6.6,2,11
	2022-03-21,143,8.3,2.2,13.8
	2022-03-22,143,8.7,5.5,14.2
	2022-03-23,143,6.8,2.6,11.1
	2022-03-24,143,9.1,1.4,17
	2022-03-25,143,13.5,6.1,20.1
	2022-03-26,143,14.7,12.3,20.4
	2022-03-27,143,13.1,7.3,20.7
	2022-03-28,143,9,3,14.9
	2022-03-29,143,10.8,1.8,19.8
	2022-03-30,143,14.8,5.7,23.3
	2022-03-31,143,10.5,6.7,13.4
	2022-04-01,143,8.8,3.7,13.7
	2022-04-02,143,10.2,1.2,17.3
	2022-04-03,143,11.3,3.4,19.3
	2022-04-04,143,13.2,4.7,21
	2022-04-05,143,14.4,5.7,21.5
	2022-04-06,143,16,10,23.5
	2022-04-07,143,14.4,8.8,20.5
	2022-04-08,143,15.7,6,24.3
	2022-04-09,143,18.6,9.4,28.5
	2022-04-10,143,19.5,11.4,27.5
	2022-04-11,143,20.3,13.6,27.9
	2022-04-12,143,22.5,15.4,30.2
	2022-04-13,143,12.2,9.6,21.3
	2022-04-14,143,10.9,9.2,13.2
	2022-04-15,143,12.1,8.9,19.1
	2022-04-16,143,13.5,4.3,21
	2022-04-17,143,15.6,7.1,23
	2022-04-18,143,18.1,10.9,24.3
	2022-04-19,143,18.4,9.5,25.7
	2022-04-20,143,18.2,8.8,26.6
	2022-04-21,143,14.3,11,19.7
	2022-04-22,143,19,8.9,28.5
	2022-04-23,143,19.1,14.9,25.9
	2022-04-24,143,22,12.5,29.9
	2022-04-25,143,21.7,14.5,29.3
	2022-04-26,143,18.3,15.8,20.6
	2022-04-27,143,17.2,12.6,20.3
	2022-04-28,143,15.7,10.4,22.5
	2022-04-29,143,11.3,9.3,13.8
	2022-04-30,143,14.5,9.9,19.7
	2022-05-01,143,15.2,10.2,20.3
	2022-05-02,143,13.1,7.4,20.7
	2022-05-03,143,15.2,6.5,23.5
	2022-05-04,143,19,9.8,28.3
	2022-05-05,143,20,11.9,29.1
	2022-05-06,143,21.2,12.2,28.7
	2022-05-07,143,18.9,13.6,26
	2022-05-08,143,16.4,12.8,22.1
	2022-05-09,143,16.2,12.3,21.9
	2022-05-10,143,16.5,10.3,23.5
	2022-05-11,143,20.7,14.3,26.8
	2022-05-12,143,20.2,15.9,24.6
	2022-05-13,143,15.7,13.3,19.3
	2022-05-14,143,17.9,11.1,24.6
	2022-05-15,143,17.1,12.8,23.2
	2022-05-16,143,18.5,9.7,25.5
	2022-05-17,143,20.4,10.8,28.2
	2022-05-18,143,23.3,13,31.1
	2022-05-19,143,23,16.2,29.5
	2022-05-20,143,22.8,17.1,28.6
	2022-05-21,143,23.7,17.9,29.7
	2022-05-22,143,24.8,18.6,32.7
	2022-05-23,143,24.3,15.4,32.3
	2022-05-24,143,26.4,19.3,33.2
	2022-05-25,143,25.5,18.8,33.2
	2022-05-26,143,22.9,18.7,27.5
	2022-05-27,143,23.8,16.4,29.5
	2022-05-28,143,24.9,15.2,33
	2022-05-29,143,24.9,16.2,33
	2022-05-30,143,24.3,20.5,29.6
	2022-05-31,143,24.7,18.6,31.1
	2022-06-01,143,24.7,18.7,33.1
	2022-06-02,143,26.1,17.5,33.5
	2022-06-03,143,23.5,18.7,30.4
	2022-06-04,143,22.1,17.9,28.8
	2022-06-05,143,18,17,19.3
	2022-06-06,143,18.7,15.9,23.1
	2022-06-07,143,16.5,13.9,21.1
	2022-06-08,143,17.5,14.5,22.3
	2022-06-09,143,20.4,13.3,28.2
	2022-06-10,143,22.7,15.2,29.7
	2022-06-11,143,21.4,18.4,26.1
	2022-06-12,143,20.7,16.4,25.8
	2022-06-13,143,19.9,17.2,24
	2022-06-14,143,16.9,15.9,19.2
	2022-06-15,143,19.7,15.5,25.3
	2022-06-16,143,23.2,16.8,28.9
	2022-06-17,143,25.9,17.4,34.2
	2022-06-18,143,27.9,22.2,34.3
	2022-06-19,143,28.9,23.8,34.5
	2022-06-20,143,28.6,23.6,35.6
	2022-06-21,143,27.8,22.2,34.1
	2022-06-22,143,29.9,23.6,37.1
	2022-06-23,143,27.9,23.4,31.6
	2022-06-24,143,28.1,23.1,32.9
	2022-06-25,143,28.2,22.8,34.4
	2022-06-26,143,28.4,24.4,32.8
	2022-06-27,143,27.3,25.4,30.1
	2022-06-28,143,28.9,24.8,32.3
	2022-06-29,143,29.5,27.7,33.7
	2022-06-30,143,29.8,26.5,34.8
	2022-07-01,143,29.8,24,36.2
	2022-07-02,143,29.9,22.5,36.8
	2022-07-03,143,29.3,25.3,35.1
	2022-07-04,143,28.8,25.8,32.8
	2022-07-05,143,28.8,24.6,33
	2022-07-06,143,28.5,25.3,33.8
	2022-07-07,143,29.7,25.1,35.3
	2022-07-08,143,28.5,26,33.6
	2022-07-09,143,28.7,24.3,33.8
	2022-07-10,143,28.1,24.1,33.4
	2022-07-11,143,26.4,23.9,29.7
	2022-07-12,143,25.6,23.6,29.4
	2022-07-13,143,24.4,22.5,27.7
	2022-07-14,143,28.2,23.1,33.6
	2022-07-15,143,28.3,23.3,33.2
	2022-07-16,143,26.8,21.4,34
	2022-07-17,143,27.3,21.5,33
	2022-07-18,143,22.9,21.6,27.2
	2022-07-19,143,27.6,22.6,34.1
	2022-07-20,143,29.4,25.4,34.1
	2022-07-21,143,26,21.8,32.3
	2022-07-22,143,25.8,22.6,29.7
	2022-07-23,143,24.9,22.1,28.6
	2022-07-24,143,27.4,22.3,32
	2022-07-25,143,28.8,24.9,35.5
	2022-07-26,143,26.9,23.1,34
	2022-07-27,143,25.6,22,29.9
	2022-07-28,143,26.2,24.2,29.6
	2022-07-29,143,28.7,24.5,33.9
	2022-07-30,143,27.8,25.9,30.3
	2022-07-31,143,27.1,25.3,29.5
	2022-08-01,143,29.4,26.8,31.2
	2022-08-02,143,27.9,25.7,32.6
	2022-08-03,143,30.6,26.3,37.1
	2022-08-04,143,30.7,27.4,35.3
	2022-08-05,143,30.8,26.5,35.2
	2022-08-06,143,31.6,26.6,36.8
	2022-08-07,143,31.5,27.7,37.8
	2022-08-08,143,30.5,27.1,34.6
	2022-08-09,143,29.8,27.1,32.9
	2022-08-10,143,28.2,26.5,31
	2022-08-11,143,26.5,25.2,29.5
	2022-08-12,143,29.7,25.3,35.6
	2022-08-13,143,26.4,24.6,34
	2022-08-14,143,29.8,25.1,34.8
	2022-08-15,143,30.9,27.1,35.4
	2022-08-16,143,25.7,22.9,30.1
	2022-08-17,143,25.7,22.7,29.7
	2022-08-18,143,26.8,22.3,32.3
	2022-08-19,143,28.2,22.6,33.7
	2022-08-20,143,26.4,23.9,28.6
	2022-08-21,143,26,22.5,31.1
	2022-08-22,143,26.8,18.9,32.9
	2022-08-23,143,25.4,21.5,28.8
	2022-08-24,143,21.5,19.8,22.6
	2022-08-25,143,24.5,18.8,30.8
	2022-08-26,143,25.1,21.5,30.2
	2022-08-27,143,23.2,18.3,28.2
	2022-08-28,143,21.4,16.2,27.5
	2022-08-29,143,21.5,17.5,24.9
	2022-08-30,143,20.9,19.4,24.1
	2022-08-31,143,21.3,20.5,22.7
	2022-09-01,143,21.6,18.5,25.2
	2022-09-02,143,21.5,18.8,24.2
	2022-09-03,143,22.2,20.4,24.3
	2022-09-04,143,25.4,20.9,29.9
	2022-09-05,143,24.9,22,27.9
	2022-09-06,143,22.6,19.1,26.4
	2022-09-07,143,22.4,15.8,29.1
	2022-09-08,143,21.7,15.1,28.5
	2022-09-09,143,21.5,17,27.7
	2022-09-10,143,21,18.6,24.2
	2022-09-11,143,22.7,18.1,27.6
	2022-09-12,143,21.7,18.9,24.7
	2022-09-13,143,23.7,21.1,27.7
	2022-09-14,143,23.4,20.5,27.2
	2022-09-15,143,23.5,21.3,26.8
	2022-09-16,143,24.7,21.8,29
	2022-09-17,143,26.2,22.7,33.2
	2022-09-18,143,26.6,23,30.5
	2022-09-19,143,25.1,18.8,29.8
	2022-09-20,143,19.2,15.6,22.9
	2022-09-21,143,17.2,12,22.8
	2022-09-22,143,18.6,11.6,25.1
	2022-09-23,143,20.8,16.2,27.8
	2022-09-24,143,19.2,15.4,24.7
	2022-09-25,143,18.6,14.5,22.9
	2022-09-26,143,18.5,15.5,21.9
	2022-09-27,143,20.3,16.6,26.4
	2022-09-28,143,19.4,14.8,26.2
	2022-09-29,143,20.8,13.7,29.3
	2022-09-30,143,21.6,14.1,31.2
	2022-10-01,143,21.6,13.4,31
	2022-10-02,143,22.2,15,29.6
	2022-10-03,143,24.9,20.3,29.7
	2022-10-04,143,21.5,15.3,27.2
	2022-10-05,143,17,15.1,20.7
	2022-10-06,143,18.2,15.3,23.3
	2022-10-07,143,16.6,12.8,20
	2022-10-08,143,14.9,9.4,20.9
	2022-10-09,143,14.4,12,16.4
	2022-10-10,143,13.7,11.2,17.3
	2022-10-11,143,13.6,9.8,19
	2022-10-12,143,14,6.6,21.4
	2022-10-13,143,16.1,10.7,22.4
	2022-10-14,143,16.1,9.8,22.7
	2022-10-15,143,17.8,12.3,24.2
	2022-10-16,143,19.2,11.9,25.7
	2022-10-17,143,16,10.4,20.6
	2022-10-18,143,11.7,7.7,16.9
	2022-10-19,143,10.8,4,17.9
	2022-10-20,143,12,3.2,21.4
	2022-10-21,143,14.5,7.1,20.1
	2022-10-22,143,16.6,11.9,23.3
	2022-10-23,143,15.3,10.7,21.4
	2022-10-24,143,12.3,7.9,16.5
	2022-10-25,143,11.2,5.1,18.1
	2022-10-26,143,12.2,4.3,20.1
	2022-10-27,143,14.5,9.7,21.8
	2022-10-28,143,13.1,6.5,22.1
	2022-10-29,143,13.6,8.5,19.9
	2022-10-30,143,13.3,9.6,18.7
	2022-10-31,143,13.1,6.9,19.5
	-
